Código,Instituição executora,Estado,Estratégia do trecho,Data,Ponto - Lat,Ponto - Long,Espécies - Classe,Espécies - Ordem,Espécies - Espécie,Espécie ameaçada,Caracterização do ambiente,Condição,Cidade
323063,Instituto de Pesquisa e Reabilitação de Animais Marinhos - IPRAM,Espírito Santo,Diário,2024-10-07,-1.998.159,-4.014.196,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Aracruz
323061,Fundação Projeto Tamar - FPT,Espírito Santo,Diário,2024-10-07,-1.963.392,-3.980.858,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Linhares
323050,Fundação Projeto Tamar - FPT,Espírito Santo,Diário,2024-10-08,-1.874.642,-3.974.703,Aves,Procellariiformes,Puffinus puffinus,Não,Arenoso,Morto,São Mateus
323048,Fundação Projeto Tamar - FPT,Espírito Santo,Diário,2024-10-08,-1.873.465,-3.974.621,Aves,Charadriiformes,Sterna hirundo,Não,Arenoso,Morto,São Mateus
323046,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-10-07,-223.332,-41.732,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Macaé
323043,Instituto Albatroz,Rio de Janeiro,Diário,2024-10-07,-2.258.918,-4.200.301,Aves,Suliformes,Sula leucogaster,Não,Arenoso,Vivo,Cabo Frio
323042,Instituto Albatroz,Rio de Janeiro,Diário,2024-10-07,-22.741.405,-41.873.845,Aves,Procellariiformes,Puffinus puffinus,Não,Rochoso,Vivo,Armação dos Búzios
323028,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Acionamento,2024-10-07,-20.839.992,-406.307,Reptilia,Testudines,Eretmochelys imbricata,Não,Rochoso,Morto,Anchieta
323027,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Acionamento,2024-10-07,-2.083.101,-4.063.254,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Anchieta
323026,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-07,-2.085.157,-4.074.784,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Piuma
323025,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-07,-208.552,-407.507,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Piuma
323023,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-10-06,-21.396,-409.944,Mammalia,Cetacea,Tursiops truncatus,Não,Arenoso,Morto,São Francisco de Itabapoana
323017,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-10-04,-2.143.539,-4.101.821,Mammalia,Cetacea,Sotalia guianensis,Não,Arenoso,Morto,São Francisco de Itabapoana
323016,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-10-07,-22.508,-419.152,Aves,Procellariiformes,Puffinus puffinus,Não,Outros,Vivo,Rio das Ostras
323008,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-10-07,-222.482,-415.769,Reptilia,Testudines,Caretta caretta,Não,Arenoso,Morto,Carapebus
323007,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-10-07,-222.353,-415.452,Reptilia,Testudines,Dermochelys coriacea,Não,Arenoso,Morto,Carapebus
323005,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-10-07,-225.544,-419.761,Reptilia,Testudines,Caretta caretta,Não,Arenoso,Morto,Rio das Ostras
323003,Instituto Albatroz,Rio de Janeiro,Diário,2024-10-06,-2.272.665,-4.197.875,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Vivo,Cabo Frio
323002,Instituto Albatroz,Rio de Janeiro,Diário,2024-10-05,-2.278.109,-4.191.498,Aves,Suliformes,Sula leucogaster,Não,Arenoso,Morto,Armação dos Búzios
322980,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-10-07,-2.149.512,-4.106.715,Reptilia,Testudines,Caretta caretta,Não,Arenoso,Morto,São Francisco de Itabapoana
322979,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-10-07,-214.896.967,-41.064.805,Reptilia,Testudines,Caretta caretta,Não,Arenoso,Morto,São Francisco de Itabapoana
322977,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-10-07,-2.147.948,-4.105.771,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,São Francisco de Itabapoana
322971,Fundação Projeto Tamar - FPT,Espírito Santo,Diário,2024-10-07,-202.708,-402.749,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Vitória
322970,Fundação Projeto Tamar - FPT,Espírito Santo,Diário,2024-10-07,-202.706,-402.749,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Vitória
322967,Fundação Projeto Tamar - FPT,Espírito Santo,Diário,2024-10-07,-203.011,-402.908,Reptilia,Testudines,Chelonia mydas,Não,Água,Vivo,Vitória
322955,Instituto de Pesquisa e Reabilitação de Animais Marinhos - IPRAM,Espírito Santo,Diário,2024-10-07,-2.003.661,-4.017.357,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Fundão
322945,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-07,-209.268,-407.959,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Itapemirim
322941,Instituto de Pesquisa e Reabilitação de Animais Marinhos - IPRAM,Espírito Santo,Diário,2024-10-07,-2.004.276,-4.018.661,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Fundão
322935,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-10-05,-229.381,-422.977,Aves,Suliformes,Sula leucogaster,Não,Arenoso,Morto,Araruama
322929,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Acionamento,2024-10-06,-208.285,-406.321,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Anchieta
322923,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-10-06,-225.396,-419.667,Reptilia,Testudines,Lepidochelys olivacea,Não,Arenoso,Morto,Rio das Ostras
322915,Fundação Projeto Tamar - FPT,Espírito Santo,Diário,2024-10-06,-203.312,-402.737,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Vivo,Vila Velha
322913,Fundação Projeto Tamar - FPT,Espírito Santo,Diário,2024-10-06,-202.665,-402.652,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Vitória
322912,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-06,-208.370.696,-40.632.156,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Anchieta
322909,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-06,-208.287,-40.691,Reptilia,Testudines,Caretta caretta,Não,Arenoso,Morto,Anchieta
322908,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Acionamento,2024-10-06,-208.015,-405.919,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Vivo,Anchieta
322905,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Acionamento,2024-10-06,-208.359,-406.263,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Anchieta
322890,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Acionamento,2024-10-06,-208.103,-406.403,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Anchieta
322880,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-06,-208.112,-406.628,Reptilia,Testudines,Caretta caretta,Não,Arenoso,Morto,Anchieta
322878,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-06,-208.101,-406.608,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Anchieta
322877,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-06,-208.264,-40.686,Reptilia,Testudines,Caretta caretta,Não,Arenoso,Morto,Anchieta
322875,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-06,-208.424,-407.249,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Piuma
322873,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-10-06,-222.144,-414.922,Reptilia,Testudines,Lepidochelys olivacea,Não,Arenoso,Morto,Quissamã
322872,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-10-06,-22.205,-41.461,Reptilia,Testudines,Caretta caretta,Não,Arenoso,Morto,Quissamã
322871,Instituto de Pesquisa e Reabilitação de Animais Marinhos - IPRAM,Espírito Santo,Diário,2024-10-06,-19.931.315,-40.120.938,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Vivo,Aracruz
322865,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-10-06,-221.796,-413.669,Reptilia,Testudines,Lepidochelys olivacea,Não,Arenoso,Morto,Quissamã
322842,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-06,-211.481,-40.887,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Marataízes
322840,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-06,-211.419,-408.807,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Marataízes
322837,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-06,-209.141,-407.858,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Itapemirim
322823,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-10-06,-21.396,-409.944,Reptilia,Testudines,Caretta caretta,Não,Arenoso,Morto,São Francisco de Itabapoana
322822,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-10-06,-2.139.793,-4.099.608,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,São Francisco de Itabapoana
322811,Instituto de Pesquisa e Reabilitação de Animais Marinhos - IPRAM,Espírito Santo,Diário,2024-10-05,-20.040.606,-40.184.935,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Vivo,Fundão
322809,Instituto Albatroz,Rio de Janeiro,Diário,2024-10-05,-2.271.875,-4.198.437,Aves,Suliformes,Sula leucogaster,Não,Arenoso,Vivo,Cabo Frio
322808,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-06,-208.856,-407.637,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Itapemirim
322800,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-10-05,-22.508,-419.152,Aves,Suliformes,Sula leucogaster,Não,Outros,Vivo,Rio das Ostras
322799,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-05,-206.233,-404.622,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Guarapari
322797,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-05,-210.353,-408.161,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Marataízes
322795,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-05,-210.354,-408.155,Reptilia,Testudines,Caretta caretta,Não,Arenoso,Morto,Marataízes
322787,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-05,-210.396,-408.189,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Marataízes
322786,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-05,-211.841,-409.226,Reptilia,Testudines,Eretmochelys imbricata,Não,Arenoso,Morto,Marataízes
322781,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-05,-211.247,-408.582,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Marataízes
322780,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-05,-211.903,-409.262,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Presidente Kennedy
322779,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-05,-211.901,-409.263,Reptilia,Testudines,Caretta caretta,Não,Arenoso,Morto,Presidente Kennedy
322777,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-05,-212.072,-409.362,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Presidente Kennedy
322776,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-05,-212.086,-409.368,Reptilia,Testudines,Caretta caretta,Não,Arenoso,Morto,Presidente Kennedy
322774,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-05,-212.532,-409.594,Aves,Charadriiformes,Anous stolidus,Não,Arenoso,Vivo,Presidente Kennedy
322772,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Acionamento,2024-10-05,-208.131,-40.635,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Vivo,Anchieta
322768,Fundação Projeto Tamar - FPT,Espírito Santo,Diário,2024-10-05,-20.359,-402.923,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Vila Velha
322761,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-10-05,-224.123,-418.103,Aves,Suliformes,Sula leucogaster,Não,Arenoso,Vivo,Macaé
322758,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Acionamento,2024-10-05,-208.028,-405.948,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Anchieta
322738,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Acionamento,2024-10-05,-20.841,-406.293,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Anchieta
322735,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Acionamento,2024-10-05,-208.118,-406.375,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Anchieta
322730,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Acionamento,2024-10-05,-208.064,-406.508,Reptilia,Testudines,Caretta caretta,Não,Arenoso,Morto,Anchieta
322710,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-05,-206.536,-404.747,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Guarapari
322709,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-10-05,-2.145.623,-4.103.411,Reptilia,Testudines,Caretta caretta,Não,Arenoso,Morto,São Francisco de Itabapoana
322708,Instituto de Pesquisa e Reabilitação de Animais Marinhos - IPRAM,Espírito Santo,Diário,2024-10-05,-2.017.252,-4.018.597,Reptilia,Testudines,Chelonia mydas,Não,Rochoso,Morto,Serra
322680,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-04,-212.015,-409.338,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Presidente Kennedy
322679,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-04,-211.854,-409.233,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Marataízes
322678,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-04,-211.578,-408.949,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Marataízes
322677,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-04,-209.254,-407.949,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Itapemirim
322676,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-04,-211.772,-409.181,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Marataízes
322674,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-04,-211.775,-409.181,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Marataízes
322657,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-10-04,-224.063,-417.995,Aves,Suliformes,Sula leucogaster,Não,Arenoso,Morto,Macaé
322656,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-04,-206.376,-404.681,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Vivo,Guarapari
322655,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-10-04,-2.145.472,-4.103.277,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,São Francisco de Itabapoana
322654,Fundação Projeto Tamar - FPT,Espírito Santo,Diário,2024-10-04,-202.827,-402.885,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Vitória
322652,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-10-04,-225.334,-419.364,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Rio das Ostras
322646,Fundação Projeto Tamar - FPT,Espírito Santo,Diário,2024-10-04,-204.802,-403.478,Reptilia,Testudines,Caretta caretta,Não,Arenoso,Morto,Vila Velha
322642,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-04,-20.721,-405.231,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Guarapari
322641,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-04,-208.521,-407.482,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Piuma
322639,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-04,-207.282,-405.218,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Guarapari
322623,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-10-04,-2.141.858,-410.059,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,São Francisco de Itabapoana
322622,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-10-04,-2.141.882,-4.100.603,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,São Francisco de Itabapoana
322621,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-10-04,-2.147.298,-4.105.148,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,São Francisco de Itabapoana
322620,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-10-04,-2.148.053,-4.105.818,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,São Francisco de Itabapoana
322600,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-10-04,-221.754,-413.512,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Quissamã
322583,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-10-04,-229.397,-42.269,Reptilia,Testudines,Lepidochelys olivacea,Não,Arenoso,Morto,Arraial do Cabo
322564,Instituto Albatroz,Rio de Janeiro,Diário,2024-10-01,-22.754.545,-418.866,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Armação dos Búzios
322559,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-04,-206.746.857,-404.981.461,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Guarapari
322545,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-04,-208.430.937,-407.234.688,Reptilia,Testudines,Caretta caretta,Não,Arenoso,Morto,Piuma
322535,Fundação Projeto Tamar - FPT,Espírito Santo,Diário,2024-10-04,-1.908.234,-3.972.144,Reptilia,Testudines,Lepidochelys olivacea,Não,Arenoso,Morto,São Mateus
322529,Instituto Albatroz,Rio de Janeiro,Diário,2024-10-04,-229.114,-420.349,Aves,Charadriiformes,Larus dominicanus,Não,Arenoso,Vivo,Cabo Frio
322523,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-10-01,-2.268.886,-4.199.424,Mammalia,Cetacea,Stenella frontalis,Não,Arenoso,Morto,Cabo Frio
322521,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-09-30,-2.275.481,-4.187.222,Mammalia,Carnivora,Arctocephalus tropicalis,Não,Rochoso,Vivo,Armação dos Búzios
322518,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-09-30,-226.621,-419.981,Mammalia,Cetacea,Megaptera novaeangliae,Não,Arenoso,Morto,Cabo Frio
322512,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-10-03,-214.729,-4.105.156,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,São Francisco de Itabapoana
322510,Instituto de Pesquisa e Reabilitação de Animais Marinhos - IPRAM,Espírito Santo,Diário,2024-09-27,-1.995.474,-4.014.721,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Aracruz
322509,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-10-03,-2.147.287,-4.105.151,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,São Francisco de Itabapoana
322505,Fundação Projeto Tamar - FPT,Espírito Santo,Acionamento,2024-10-03,-203.022,-402.855,Reptilia,Testudines,Chelonia mydas,Não,Rochoso,Morto,Vitória
322504,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Acionamento,2024-10-03,-207.879,-405.749,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Anchieta
322503,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Acionamento,2024-10-03,-207.879,-405.749,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Anchieta
322501,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-03,-212.771,-409.621,Reptilia,Testudines,Caretta caretta,Não,Arenoso,Morto,Presidente Kennedy
322499,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-03,-208.945,-407.738,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Itapemirim
322498,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-03,-21.309.694,-409.572.566,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Presidente Kennedy
322493,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-03,-21.302,-409.581,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Presidente Kennedy
322491,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-03,-213.041,-409.579,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Presidente Kennedy
322487,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-03,-213.091.402,-409.569.991,Reptilia,Testudines,Lepidochelys olivacea,Não,Arenoso,Morto,Presidente Kennedy
322485,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-03,-213.093.939,-409.575.677,Reptilia,Testudines,Caretta caretta,Não,Arenoso,Morto,Presidente Kennedy
322482,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-03,-211.582,-408.958,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Marataízes
322476,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-10-03,-2.155.136,-4.106.442,Reptilia,Testudines,Caretta caretta,Não,Arenoso,Morto,São Francisco de Itabapoana
322475,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-10-03,-213.189,-4.096.065,Reptilia,Testudines,Caretta caretta,Não,Arenoso,Morto,São Francisco de Itabapoana
322461,Fundação Projeto Tamar - FPT,Espírito Santo,Diário,2024-10-03,-1.918.707,-3.970.719,Reptilia,Testudines,Lepidochelys olivacea,Não,Arenoso,Morto,Linhares
322460,Fundação Projeto Tamar - FPT,Espírito Santo,Acionamento,2024-10-03,-203.034,-402.855,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Vivo,Vitória
322457,Instituto de Pesquisa e Reabilitação de Animais Marinhos - IPRAM,Espírito Santo,Diário,2024-10-03,-185.168,-3.972.778,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Conceição da Barra
322454,Instituto Albatroz,Rio de Janeiro,Diário,2024-10-03,-2.271.921,-4.198.394,Reptilia,Testudines,Caretta caretta,Não,Arenoso,Morto,Cabo Frio
