Código,Instituição executora,Estado,Estratégia do trecho,Maré inicial,Data,Ponto - Lat,Ponto - Long,Espécies - Classe,Espécies - Ordem,Espécies - Espécie,Espécie ameaçada,Caracterização do ambiente,Condição,Cidade
240509,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2023-04-06,-509.578,-3.619.399,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Galinhos
240503,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2023-04-28,-508.772,-3.652.833,Aves,Charadriiformes,Haematopus palliatus,Não,Água,Vivo,Macau
240446,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2023-04-05,-508.861,-3.665.598,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Macau
240442,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2023-04-05,-509.436,-3.661.431,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Macau
240404,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2023-04-27,-497.033,-3.685.906,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Porto do Mangue
240403,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2023-04-26,-484.677,-372.443,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Tibau
240402,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazante,2023-04-22,-476.461,-3.727.722,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
240401,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazante,2023-04-22,-477.777,-372.735,Reptilia,Testudines,Eretmochelys imbricata,Não,Arenoso,Vivo,Icapuí
240398,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazante,2023-04-22,-479.828,-3.726.658,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
240397,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazante,2023-04-22,-48.017,-3.726.545,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
240318,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2023-04-21,-489.877,-3.720.752,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Grossos
240315,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Enchente,2023-04-15,-463.029,-3.750.802,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
240312,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazante,2023-04-13,-471.115,-3.731.444,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
240236,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2023-04-26,-50.904,-362.841,Aves,Charadriiformes,Arenaria interpres,Não,Arenoso,Vivo,Galinhos
239542,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2023-04-20,-509.048,-3.628.418,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Galinhos
239456,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2023-04-19,-508.264,-3.610.919,Aves,Charadriiformes,Thalasseus acuflavidus,Não,Arenoso,Vivo,Caiçara do Norte
239445,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2023-04-18,-508.576,-3.656.878,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Macau
239022,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário 15,Enchente,2023-04-14,-452.984,-3.769.555,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Vivo,Aracati
238842,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazante,2023-04-10,-475.453,-3.728.016,Reptilia,Testudines,Eretmochelys imbricata,Não,Arenoso,Morto,Icapuí
238737,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazante,2023-04-09,-463.448,-3.748.975,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
238697,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2023-04-09,-508.803,-3.652.668,Aves,Charadriiformes,Limnodromus griseus,Não,Outros,Morto,Macau
238668,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazante,2023-04-09,-474.901,-3.728.259,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
238665,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazante,2023-04-05,-478.633,-3.727.102,Reptilia,Testudines,Caretta caretta,Não,Arenoso,Morto,Icapuí
238664,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazia,2023-04-01,-489.672,-3.720.924,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Grossos
238634,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazia,2023-03-04,-501.284,-3.682.509,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Porto do Mangue
238630,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2023-03-02,-495.105,-3.688.393,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Areia Branca
238629,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazia,2023-03-27,-489.026,-3.721.497,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Grossos
238628,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazante,2023-03-27,-479.845,-3.726.628,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
238627,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazante,2023-03-26,-472.801,-3.729.733,Reptilia,Testudines,Eretmochelys imbricata,Não,Arenoso,Morto,Icapuí
238626,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2023-03-26,-485.859,-372.374,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Tibau
238625,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Enchente,2023-03-20,-470.637,-3.731.935,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
238624,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário 15,Vazante,2023-03-20,-48.082,-3.726.331,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
238623,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazante,2023-03-15,-462.923,-3.750.706,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
238622,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazante,2023-03-12,-466.486,-3.742.996,Reptilia,Testudines,Chelonia mydas,Não,Rochoso,Morto,Icapuí
238621,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2023-03-12,-484.318,-3.724.651,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Tibau
238620,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2023-03-01,-48.592,-372.369,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Tibau
238619,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2023-03-01,-49.016.983,-372.028.774,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Grossos
238573,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Enchente,2023-04-08,-479.905,-3.726.528,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
238572,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazante,2023-04-08,-471.407,-373.119,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
238536,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2023-03-05,-48.681,-3.723.148,Mammalia,Cetacea,Sotalia guianensis,Não,Arenoso,Morto,Tibau
238533,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2023-03-27,-498.307,-3.685.012,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Porto do Mangue
238530,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2023-03-16,-493.421,-3.700.238,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Areia Branca
238529,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2023-03-14,-493.686,-37.142,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Areia Branca
238527,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Enchente,2023-03-30,-468.314,-3.736.967,Reptilia,Testudines,Eretmochelys imbricata,Não,Arenoso,Morto,Icapuí
238526,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Enchente,2023-03-30,-468.295,-3.737.037,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
238520,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Enchente,2023-03-18,-470.763,-3.731.801,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
238519,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Enchente,2023-03-18,-477.222,-3.727.476,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
238517,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazante,2023-03-13,-47.656,-372.767,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
238516,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazante,2023-03-13,-471.968,-3.730.656,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
238472,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2023-04-07,-491.993,-3.696.135,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Areia Branca
238428,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2023-03-24,-495.294,-3.688.632,Reptilia,Testudines,Chelonia mydas,Não,Outros,Morto,Areia Branca
238427,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2023-03-12,-493.339,-3.712.379,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Areia Branca
238426,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2023-03-12,-494.652,-370.563,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Areia Branca
238425,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2023-03-12,-494.396,-3.706.116,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Areia Branca
238421,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2023-03-07,-500.145,-3.683.531,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Porto do Mangue
238420,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2023-03-03,-498.754,-3.684.669,Reptilia,Testudines,Chelonia mydas,Não,Água,Morto,Porto do Mangue
238419,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2023-03-03,-497.608,-3.685.464,Reptilia,Testudines,Chelonia mydas,Não,Água,Morto,Porto do Mangue
238418,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazante,2023-03-08,-464.391,-3.748.104,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
238417,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2023-03-04,-484.645,-3.724.449,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Tibau
238415,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazante,2023-03-02,-46.884.923,-37.361.145,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
238414,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2023-03-02,-483.236,-3.725.217,Reptilia,Testudines,Lepidochelys olivacea,Não,Arenoso,Morto,Tibau
238217,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário 15,Enchente,2023-03-30,-4.529.736,-37.695.173,Reptilia,Testudines,Chelonia mydas,Não,Outros,Vivo,Aracati
238077,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2023-03-20,-508.084,-3.650.921,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Macau
238053,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazante,2023-03-20,-465.787,-3.744.815,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Vivo,Icapuí
237996,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2023-03-30,-496.018,-3.686.792,Reptilia,Testudines,Chelonia mydas,Não,Água,Morto,Areia Branca
237995,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2023-03-30,-50.399,-3.680.001,Aves,Charadriiformes,Arenaria interpres,Não,Arenoso,Morto,Porto do Mangue
237903,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2023-03-13,-509.425,-3.626.073,Aves,Charadriiformes,Sterna dougallii,Não,Arenoso,Morto,Galinhos
237902,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2023-03-13,-509.412,-3.626.144,Aves,Charadriiformes,Sterna dougallii,Não,Arenoso,Morto,Galinhos
237900,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2023-03-13,-509.409,-3.626.159,Aves,Charadriiformes,Sterna dougallii,Não,Arenoso,Morto,Galinhos
237813,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2023-03-29,-488.723,-372.177,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Grossos
237629,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Enchente,2023-02-14,-473.469,-3.729.144,Reptilia,Testudines,Chelonia mydas,Não,Água,Morto,Icapuí
237628,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário 15,Cheia,2023-02-19,-482.132,-3.725.825,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
237564,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2023-02-06,-498.684,-3.684.733,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Porto do Mangue
237562,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazante,2023-02-26,-47.564,-3.727.937,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
237561,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazante,2023-02-26,-474.901,-3.728.228,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
237560,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazante,2023-02-24,-46.522,-3.746.332,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
237559,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazante,2023-02-24,-462.946,-375.078,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
237558,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazante,2023-02-24,-46.351.334,-375.110.579,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
237557,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazante,2023-02-20,-471.583,-3.731.029,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
237556,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2023-02-20,-485.512,-3.723.953,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Tibau
237555,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Enchente,2023-02-18,-47.538.763,-372.806.876,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
237554,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário 15,Vazia,2023-02-18,-481.449,-3.725.984,Reptilia,Testudines,Chelonia mydas,Não,Água,Morto,Icapuí
237553,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazia,2023-02-18,-489.272,-3.721.331,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Grossos
237551,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário 15,Vazia,2023-02-10,-48.743.327,-372.263.575,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Tibau
237550,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2023-02-05,-483.812,-3.724.935,Reptilia,Testudines,Chelonia mydas,Não,Outros,Morto,Tibau
237549,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Enchente,2023-02-02,-465.049,-3.747.117,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
237548,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2023-02-02,-489.175,-3.721.377,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Grossos
237475,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2023-03-19,-509.667,-3.624.909,Aves,Charadriiformes,Sterna hirundo,Não,Arenoso,Morto,Galinhos
237474,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2023-03-11,-509.037,-3.628.394,Aves,Charadriiformes,Sterna dougallii,Não,Arenoso,Morto,Galinhos
237458,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2023-03-11,-508.843,-3.628.889,Aves,Charadriiformes,Sterna dougallii,Não,Arenoso,Morto,Galinhos
237457,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2023-03-11,-508.838,-362.889,Aves,Charadriiformes,Sterna dougallii,Não,Arenoso,Morto,Galinhos
237456,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2023-03-11,-509.102,-3.628.154,Aves,Charadriiformes,Sterna dougallii,Não,Arenoso,Morto,Galinhos
237450,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2023-03-11,-509.254,-3.626.416,Aves,Charadriiformes,Sterna dougallii,Não,Arenoso,Morto,Galinhos
237447,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2023-03-11,-5.090.335,-36.292.305,Aves,Charadriiformes,Sterna dougallii,Não,Arenoso,Vivo,Galinhos
237446,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2023-03-11,-509.195,-3.626.636,Aves,Charadriiformes,Sterna dougallii,Não,Arenoso,Vivo,Galinhos
237445,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2023-03-11,-509.249,-3.627.189,Aves,Charadriiformes,Sterna dougallii,Não,Arenoso,Vivo,Galinhos
237443,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2023-03-12,-509.253,-3.626.415,Reptilia,Testudines,Chelonia mydas,Não,Água,Morto,Galinhos
237442,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2023-03-24,-509.675,-36.166,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Galinhos
237250,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2023-03-13,-509.415,-3.626.105,Aves,Charadriiformes,Sterna dougallii,Não,Arenoso,Vivo,Galinhos
237249,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2023-03-13,-509.408,-362.617,Aves,Charadriiformes,Sterna dougallii,Não,Arenoso,Vivo,Galinhos
237248,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2023-03-13,-509.419,-362.611,Aves,Charadriiformes,Sterna dougallii,Não,Arenoso,Vivo,Galinhos
237185,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Cheia,2023-02-19,-486.647,-3.723.255,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Tibau
236794,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2023-02-19,-491.078,-3.719.364,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Grossos
236784,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2023-02-19,-491.534,-371.845,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Grossos
236756,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2023-03-14,-509.648,-3.624.975,Aves,Charadriiformes,Sterna hirundo,Não,Arenoso,Vivo,Galinhos
236733,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2023-03-13,-509.411,-3.626.171,Aves,Charadriiformes,Sterna dougallii,Não,Arenoso,Vivo,Galinhos
236726,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2023-03-14,-509.355,-3.626.386,Aves,Charadriiformes,Sterna hirundo,Não,Arenoso,Vivo,Galinhos
236720,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2023-03-16,-509.301,-361.315,Reptilia,Testudines,Eretmochelys imbricata,Não,Arenoso,Morto,Galinhos
236693,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2023-03-13,-509.606,-3.618.242,Reptilia,Testudines,Eretmochelys imbricata,Não,Arenoso,Morto,Galinhos
236650,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2023-03-13,-507.138,-3.643.554,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Macau
236579,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazante,2023-03-09,-465.138,-3.746.948,Reptilia,Testudines,Chelonia mydas,Não,Rochoso,Morto,Icapuí
236573,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Enchente,2023-03-07,-465.074,-3.747.143,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
236572,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazia,2023-03-07,-467.473,-374.078,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
236423,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2023-02-07,-486.152,-3.723.557,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Tibau
236395,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2023-02-07,-488.998,-3.721.556,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Grossos
236086,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazante,2023-03-11,-4.657,-3.744.939,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
236083,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Indeterminado,2023-03-11,-497.972,-3.714.895,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Grossos
236081,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazante,2023-03-05,-477.237,-3.727.514,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
236076,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário 15,Vazante,2023-03-05,-480.956,-3.726.278,Reptilia,Testudines,Lepidochelys olivacea,Não,Arenoso,Morto,Icapuí
236073,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2023-02-26,-498.139,-3.685.106,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Porto do Mangue
236072,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2023-02-18,-494.524,-370.588,Reptilia,Testudines,Lepidochelys olivacea,Não,Arenoso,Morto,Areia Branca
236070,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2023-02-22,-491.094,-3.719.372,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Grossos
236069,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Enchente,2023-02-16,-463.419,-374.899,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
236067,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Enchente,2023-02-16,-463.571,-3.748.887,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
236065,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Enchente,2023-02-16,-463.576,-3.748.878,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
236063,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2023-02-16,-484.407,-3.724.591,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Tibau
236062,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário 15,Enchente,2023-02-16,-488.099,-3.722.203,Reptilia,Testudines,Caretta caretta,Não,Arenoso,Morto,Tibau
234868,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2023-03-04,-50.962,-3.615.308,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Galinhos
234778,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário 15,Vazia,2023-03-03,-481.549,-3.725.993,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
234650,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2023-03-01,-49.979,-3.683.797,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Porto do Mangue
234649,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2023-03-01,-495.372,-3.687.776,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Areia Branca
234648,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Enchente,2023-02-27,-47.018,-373.241,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
234647,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Cheia,2023-02-27,-467.293,-3.741.296,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
234640,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Enchente,2023-02-27,-475.729,-3.727.899,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
