Código,Instituição executora,Estado,Estratégia do trecho,Maré inicial,Data,Ponto - Lat,Ponto - Long,Espécies - Classe,Espécies - Ordem,Espécies - Espécie,Espécie ameaçada,Caracterização do ambiente,Condição,Cidade
290711,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Cheia,2024-04-14,-495.084,-3.714.514,Aves,Charadriiformes,Calidris pusilla,Não,Arenoso,Vivo,Grossos
290705,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2024-04-13,-508.859,-3.628.863,Aves,Charadriiformes,Sterna dougallii,Não,Arenoso,Morto,Galinhos
290696,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Enchente,2024-04-15,-474.596,-3.728.393,Reptilia,Testudines,Chelonia mydas,Não,Água,Morto,Icapuí
290695,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2024-04-13,-485.794,-3.723.779,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Tibau
290687,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2024-04-14,-483.397,-3.725.109,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Tibau
290336,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2024-04-12,-496.865,-368.608,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Porto do Mangue
290256,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazia,2024-03-22,-493.047,-3.708.034,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Areia Branca
290255,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2024-03-20,-500.516,-3.683.198,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Porto do Mangue
290254,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2024-03-20,-500.079,-3.683.559,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Porto do Mangue
290253,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2024-03-19,-49.448,-3.702.439,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Areia Branca
290252,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazia,2024-03-24,-468.038,-3.738.132,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
290249,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2024-03-24,-485.995,-3.723.662,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Tibau
290225,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2024-03-15,-485.327,-3.724.045,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Tibau
290223,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazante,2024-04-10,-473.552,-3.729.133,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
290222,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazante,2024-03-15,-479.008,-3.726.971,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
290220,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2024-03-07,-484.389,-3.724.606,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Tibau
290219,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2024-04-09,-493.558,-369.396,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Areia Branca
290217,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazante,2024-04-08,-474.816,-37.283,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
290216,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2024-03-07,-486.626,-3.723.261,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Tibau
290213,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Enchente,2024-04-04,-480.521,-3.726.398,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
290211,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário 15,Enchente,2024-04-04,-488.454,-372.183.151,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Tibau
290122,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2024-04-08,-509.601,-3.622.069,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Galinhos
290117,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2024-04-08,-500.002,-3.683.656,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Porto do Mangue
290018,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Enchente,2024-04-06,-475.406,-3.728.116,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
289944,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Enchente,2024-04-05,-46.776.021,-373.970.973,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
289922,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2024-04-05,-500.802,-3.682.987,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Porto do Mangue
289812,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2024-04-03,-491.185,-371.915,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Grossos
289811,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2024-04-03,-491.601,-3.718.343,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Grossos
289724,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2024-03-19,-494.856,-3.691.692,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Vivo,Areia Branca
289687,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2024-04-01,-494.175,-3.714.556,Reptilia,Testudines,Chelonia mydas,Não,Água,Morto,Areia Branca
289547,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazante,2024-03-29,-473.198,-372.938.717,Reptilia,Testudines,Chelonia mydas,Não,Água,Morto,Icapuí
289546,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazante,2024-03-29,-47.732.433,-37.274.815,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
289474,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2024-03-27,-494.494,-3.692.484,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Vivo,Areia Branca
289462,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazante,2024-03-27,-464.202,-37.483,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
289382,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário 15,Enchente,2024-03-25,-487.716,-3.722.474,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Tibau
289316,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Enchente,2024-03-22,-465.023,-3.747.236,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
289315,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2024-03-22,-490.761,-371.975,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Grossos
289275,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2024-03-20,-508.961,-362.865,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Galinhos
289273,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Cheia,2024-03-16,-491.211,-3.719.126,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Grossos
289272,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazia,2024-03-23,-463.396,-3.749.001,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
289269,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazia,2024-03-23,-465.035,-374.721,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
289267,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário 15,Vazante,2024-03-23,-488.075,-3.722.266,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Tibau
289211,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2024-03-11,-48.947,-3.721.157,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Vivo,Grossos
289137,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Enchente,2024-03-19,-474.354,-3.728.525,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
289136,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Enchente,2024-03-19,-476.676,-3.727.642,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
289135,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2024-03-19,-489.041,-3.721.492,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Grossos
289134,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2024-03-19,-490.709,-3.719.792,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Grossos
289133,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2024-03-19,-491.834,-3.717.988,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Grossos
288856,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2024-03-09,-506.514,-3.606.566,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Caiçara do Norte
288830,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2024-03-16,-498.116,-3.685.112,Reptilia,Testudines,Chelonia mydas,Não,Água,Morto,Porto do Mangue
288749,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2024-03-12,-50.883.294,-363.808.198,Reptilia,Testudines,Chelonia mydas,Não,Água,Vivo,Guamaré
288744,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2024-03-12,-509.627,-3.624.802,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Galinhos
288728,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2024-03-14,-507.023,-3.646.918,Mammalia,Cetacea,Sotalia guianensis,Não,Arenoso,Morto,Macau
288686,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2024-03-08,-492.368,-3.696.471,Mammalia,Cetacea,Stenella frontalis,Não,Arenoso,Morto,Areia Branca
288645,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2024-03-12,-490.035,-3.720.565,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Grossos
288644,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2024-03-12,-485.024,-3.724.255,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Tibau
288617,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2024-03-12,-492.575,-3.695.231,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Areia Branca
288567,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazia,2024-03-11,-508.502,-3.639.718,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Guamaré
288564,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2024-03-10,-493.648,-3.693.846,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Areia Branca
288524,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Cheia,2024-03-10,-509.272,-36.264,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Galinhos
288468,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2024-03-07,-493.371,-3.700.081,Mammalia,Cetacea,Stenella frontalis,Não,Água,Vivo,Areia Branca
288401,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2024-03-08,-492.351,-3.710.192,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Areia Branca
288276,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Cheia,2024-03-04,-473.496,-372.912,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
288275,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2024-03-04,-492.772,-3.717.129,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Grossos
288274,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2024-03-04,-494.984,-3.714.919,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Grossos
288264,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazia,2024-02-24,-476.603,-3.727.677,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
288263,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário 15,Vazante,2024-02-24,-481.484,-3.726.077,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
288262,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário 15,Vazante,2024-02-24,-483.069,-3.725.375,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
288248,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Enchente,2024-03-06,-47.616.147,-372.777.204,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
288229,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2024-02-23,-490.879,-3.719.627,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Grossos
288221,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2024-02-23,-49.253,-3.717.368,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Grossos
288217,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2024-02-25,-4.95,-3.704.673,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Areia Branca
288214,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2024-02-23,-492.325,-3.710.256,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Areia Branca
288201,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazante,2024-03-03,-466.485,-3.742.976,Reptilia,Testudines,Eretmochelys imbricata,Não,Arenoso,Morto,Icapuí
288200,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2024-03-05,-49.423,-37.064,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Areia Branca
288170,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Enchente,2024-03-05,-474.977,-372.823.867,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
288138,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2024-03-04,-50.893.886,-363.809.681,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Guamaré
288107,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2024-03-02,-491.624,-3.718.307,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Grossos
288014,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2024-03-03,-4.893.855,-372.123.217,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Grossos
288003,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2024-03-02,-50.745,-3.642.766,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Macau
287939,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2024-03-02,-492.119,-3.717.701,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Grossos
287935,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Cheia,2024-03-02,-495.676,-3.687.425,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Areia Branca
287934,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2024-03-02,-494.805,-3.705.253,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Areia Branca
287882,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário 15,Vazante,2024-02-23,-481.481,-3.726.074,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Vivo,Icapuí
287873,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2024-03-01,-494.682,-371.566,Aves,Pelecaniformes,Nyctanassa violacea,Não,Arenoso,Morto,Grossos
287872,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazante,2024-03-01,-467.754,-3.739.711,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
287871,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazia,2024-02-28,-492.585,-3.711.267,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Areia Branca
287870,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Enchente,2024-02-29,-46.277,-3.749.655,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
287869,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazante,2024-02-29,-480.565,-3.726.405,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
287868,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2024-03-01,-506.867,-3.644.377,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Vivo,Macau
287866,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazante,2024-02-27,-464.367,-3.753.637,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
287862,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazante,2024-02-27,-477.238,-3.727.502,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
287680,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Enchente,2023-02-16,-464.402,-3.748.088,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
287608,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazia,2024-02-26,-4.642.861,-374.821.469,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
287607,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2024-02-26,-49.315.967,-371.680.533,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Grossos
287355,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazia,2024-02-22,-476.105,-3.727.942,Reptilia,Testudines,Eretmochelys imbricata,Não,Outros,Vivo,Icapuí
287308,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Enchente,2024-02-21,-46.336.565,-375.099.301,Reptilia,Testudines,Chelonia mydas,Não,Outros,Morto,Icapuí
287307,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Enchente,2024-02-21,-46.283,-3.749.582,Reptilia,Testudines,Chelonia mydas,Não,Rochoso,Morto,Icapuí
287306,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2024-02-21,-489.274,-3.721.319,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Grossos
287290,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2024-02-06,-493.562,-3.712.569,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Areia Branca
287255,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Enchente,2024-02-07,-465.157,-374.616,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
287234,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2024-02-20,-492.106,-3.695.795,Reptilia,Testudines,Eretmochelys imbricata,Não,Arenoso,Morto,Areia Branca
287233,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2024-02-20,-491.196,-3.719.139,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Grossos
287142,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Enchente,2024-02-19,-46.537.583,-374.582.383,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
287046,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Enchente,2024-02-18,-4.735.341,-372.913.666,Reptilia,Testudines,Chelonia mydas,Não,Água,Morto,Icapuí
287045,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Enchente,2024-02-18,-47.778.382,-372.736.362,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
287002,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2024-02-18,-49.797.587,-368.520.123,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Porto do Mangue
