Código,Instituição executora,Estado,Cidade,Praia,Estratégia do trecho,Maré inicial,Data,Ponto - Lat,Ponto - Long,Espécies - Classe,Espécies - Ordem,Espécies - Espécie,Espécie ameaçada,Caracterização do ambiente,Condição
317385,Trecho 10,São Paulo,Caraguatatuba,Prainha,Diário,Enchente,2024-08-30,-236.308.752,-453.919.702,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
317378,Trecho 10,São Paulo,Ilhabela,Praia não identificada,Diário,Enchente,2024-08-30,-23.777.375,-453.608.429,Aves,Suliformes,Sula leucogaster,Não,Água,Vivo
317377,Trecho 10,São Paulo,Ilhabela,Barreiros,Diário,Enchente,2024-08-30,-237.616.033,-453.497.033,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
317366,Trecho 07,São Paulo,Iguape,Iguape - Praia da Juréia,Diário,Vazia,2024-08-30,-2.463.976,-4.735.927,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Vivo
317318,Trecho 10,São Paulo,Ubatuba,Perequê-mirim,Diário,Vazante,2024-08-29,-2.348.914,-4.510.468,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
317303,Trecho 09,São Paulo,Guarujá,Enseada-Guarujá,Diário,Enchente,2024-08-29,-2.398.531,-4.621.823,Mammalia,Cetacea,Pontoporia blainvillei,Sim,Arenoso,Morto
317302,Trecho 09,São Paulo,Guarujá,Enseada-Guarujá,Diário,Enchente,2024-08-29,-239.861,-4.622.131,Reptilia,Testudines,Caretta caretta,Sim,Arenoso,Morto
317229,Trecho 10,São Paulo,Ilhabela,Pacuíba,Semanal,Vazante,2024-08-29,-237.264.921,-453.175.618,Aves,Suliformes,Sula leucogaster,Não,Arenoso,Morto
317228,Trecho 10,São Paulo,São Sebastião,Praia GrandeSão Sebastião,Diário,Vazante,2024-08-29,-238.237.083,-454.134.786,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
317227,Trecho 10,São Paulo,São Sebastião,Olaria,Diário,Enchente,2024-08-29,-2.376.695,-454.041.017,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
317180,Trecho 10,São Paulo,São Sebastião,Praia não identificada,Diário,Vazante,2024-08-29,-237.548.159,-454.125.771,Reptilia,Testudines,Chelonia mydas,Sim,Outros,Vivo
317168,Trecho 10,São Paulo,São Sebastião,Santiago,Diário,Enchente,2024-08-29,-238.118.112,-455.407.548,Mammalia,Carnivora,Arctocephalus tropicalis,Não,Arenoso,Morto
317153,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Enchente,2024-08-29,-247.601.807,-475.655.074,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
317152,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Enchente,2024-08-29,-247.674.337,-475.769.509,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
317151,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Enchente,2024-08-29,-24.788.212,-47.608.678,Aves,Procellariiformes,Procellaria aequinoctialis,Não,Arenoso,Morto
317150,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Enchente,2024-08-29,-247.894.182,-476.101.587,Aves,Suliformes,Sula leucogaster,Não,Arenoso,Morto
317149,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Enchente,2024-08-29,-247.910.144,-476.127.904,Reptilia,Testudines,Caretta caretta,Sim,Arenoso,Morto
317148,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Enchente,2024-08-29,-247.925.521,-476.148.532,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
317147,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Enchente,2024-08-29,-24.830.859,-476.666.863,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
317107,Trecho 10,São Paulo,Caraguatatuba,Tabatinga,Diário,Enchente,2024-08-29,-235.776.701,-452.763.748,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
317099,Trecho 09,São Paulo,Guarujá,Praia não identificada,Diário,Enchente,2024-08-29,-239.562.723,-462.986.767,Aves,Charadriiformes,Larus dominicanus,Não,Arenoso,Vivo
317070,Trecho 08,São Paulo,Peruíbe,Peruíbe,Diário,Enchente,2024-08-29,-242.861.095,-469.491.883,Mammalia,Cetacea,Pontoporia blainvillei,Sim,Arenoso,Morto
317065,Trecho 10,São Paulo,Caraguatatuba,Prainha,Diário,Enchente,2024-08-29,-2.363.108,-4.539.045,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Vivo
317063,Trecho 10,São Paulo,Ubatuba,Itamambuca,Diário,Enchente,2024-08-29,-234.053.643,-450.086.602,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
317062,Trecho 09,São Paulo,Guarujá,Pitangueiras,Diário,Vazia,2024-08-29,-240.017.688,-462.641.054,Aves,Suliformes,Sula leucogaster,Não,Arenoso,Morto
317061,Trecho 09,São Paulo,Guarujá,Pitangueiras,Diário,Vazia,2024-08-29,-239.973.693,-462.548.809,Aves,Suliformes,Sula leucogaster,Não,Arenoso,Morto
317044,Trecho 10,São Paulo,Ubatuba,Perequê-açu,Diário,Enchente,2024-08-29,-234.212.456,-450.616.865,Reptilia,Testudines,Caretta caretta,Sim,Arenoso,Morto
316981,Trecho 10,São Paulo,São Sebastião,Guaecá,Diário,Enchente,2024-08-29,-238.244.622,-454.527.281,Mammalia,Cetacea,Pontoporia blainvillei,Sim,Arenoso,Morto
316957,Trecho 09,São Paulo,Guarujá,Pitangueiras,Diário,Vazante,2024-08-28,-239.987.051,-462.585.704,Aves,Charadriiformes,Sterna hirundinacea,Não,Arenoso,Vivo
316885,Trecho 07,São Paulo,Cananéia,Ilha do Cardoso - Enseada/Pontal - Marujá,Diário,Vazia,2024-08-28,-2.525.187,-4.804.227,Mammalia,Carnivora,Arctocephalus australis,Não,Arenoso,Vivo
316795,Trecho 10,São Paulo,Ubatuba,BoneteUbatuba,Semanal,Enchente,2024-08-28,-235.382,-451.771.483,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
316794,Trecho 09,São Paulo,Guarujá,Enseada-Guarujá,Diário,Enchente,2024-08-28,-239.862.667,-462.212.527,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Vivo
316785,Trecho 10,São Paulo,Caraguatatuba,Martim de Sá,Diário,Enchente,2024-08-28,-2.362.881,-4.538.371,Aves,Suliformes,Fregata magnificens,Não,Arenoso,Morto
316779,Trecho 09,São Paulo,Santos,"Praia do José Menino, Praia do Gonzaga, Praia do Boqueirão, Praia do Embaré, Praia Aparecida, Ponta da Praia",Diário,Enchente,2024-08-28,-239.700.159,-46.347.635,Mammalia,Cetacea,Pontoporia blainvillei,Sim,Arenoso,Morto
316748,Trecho 08,São Paulo,"Mongaguá,Praia Grande",Praia Grande - Mongaguá,Diário,Enchente,2024-08-28,-24.059.572,-46.543.622,Aves,Charadriiformes,Thalasseus maximus,Não,Outros,Vivo
316747,Trecho 10,São Paulo,Caraguatatuba,Garcês,Diário,Vazante,2024-08-28,-2.363.004,-4.539.513,Aves,Suliformes,Sula leucogaster,Não,Arenoso,Morto
316741,Trecho 10,São Paulo,Caraguatatuba,Indaiá / Centro,Diário,Vazante,2024-08-28,-2.362.463,-4.540.826,Aves,Suliformes,Sula leucogaster,Não,Arenoso,Morto
316717,Trecho 08,São Paulo,Itanhaém,Peruíbe - Itanhaém,Diário,Vazante,2024-08-28,-242.531.315,-468.996.267,Aves,Procellariiformes,Fulmarus glacialoides,Não,Arenoso,Morto
316683,Trecho 08,São Paulo,Itanhaém,Itanhaém,Diário,Enchente,2024-08-28,-241.545.854,-467.291.207,Reptilia,Testudines,Caretta caretta,Sim,Arenoso,Morto
316675,Trecho 10,São Paulo,Caraguatatuba,Indaiá / Centro,Diário,Vazante,2024-08-28,-2.362.532,-4.540.957,Aves,Suliformes,Sula leucogaster,Não,Arenoso,Morto
316674,Trecho 07,São Paulo,Iguape,Iguape - Praia da Juréia,Diário,Enchente,2024-08-27,-246.357.016,-473.526.389,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Vivo
316660,Trecho 10,São Paulo,São Sebastião,Barequeçaba,Diário,Vazante,2024-08-27,-238.280.756,-454.366.636,Reptilia,Testudines,Caretta caretta,Sim,Água,Morto
316656,Trecho 10,São Paulo,Ubatuba,Camburi,Diário,Enchente,2024-08-27,-233.714.944,-447.839.284,Reptilia,Testudines,Chelonia mydas,Sim,Água,Vivo
316517,Trecho 10,São Paulo,Ilhabela,Praia da Vila,Diário,Vazante,2024-08-27,-237.761.467,-453.583,Aves,Suliformes,Sula leucogaster,Não,Arenoso,Morto
316516,Trecho 10,São Paulo,Ilhabela,Itaguassu,Diário,Vazante,2024-08-27,-238.029.617,-4.536.498,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
316500,Trecho 10,São Paulo,Caraguatatuba,Tabatinga,Diário,Enchente,2024-08-27,-235.750.735,-452.775.139,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
316470,Trecho 09,São Paulo,Santos,"Praia do José Menino, Praia do Gonzaga, Praia do Boqueirão, Praia do Embaré, Praia Aparecida, Ponta da Praia",Diário,Enchente,2024-08-27,-239.743.129,-463.246.948,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto
316465,Trecho 08,São Paulo,Mongaguá,Mongaguá,Diário,Vazia,2024-08-26,-241.424.015,-467.088.663,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Outros,Vivo
316456,Trecho 10,São Paulo,São Sebastião,Praia da Baleia,Semanal,Enchente,2024-08-26,-237.763.467,-456.670.761,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
316453,Trecho 10,São Paulo,São Sebastião,Guaecá,Diário,Vazante,2024-08-26,-23.824.065,-454.535.983,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
316444,Trecho 09,São Paulo,Santos,"Praia do José Menino, Praia do Gonzaga, Praia do Boqueirão, Praia do Embaré, Praia Aparecida, Ponta da Praia",Diário,Vazante,2024-08-26,-239.709.648,-463.359.732,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
316437,Trecho 10,São Paulo,Ilhabela,Ponta Azeda,Diário,Vazante,2024-08-26,-237.444.033,-453.481.617,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
316436,Trecho 10,São Paulo,Ilhabela,Ponta Azeda,Diário,Vazante,2024-08-26,-237.437.283,-453.484.083,Aves,Procellariiformes,Puffinus griseus,Não,Arenoso,Morto
316435,Trecho 10,São Paulo,Ilhabela,Pedra do Sino,Diário,Vazante,2024-08-26,-237.469.967,-453.479.233,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
316434,Trecho 10,São Paulo,Ilhabela,Barreiros,Diário,Vazante,2024-08-26,-237.616.433,-453.497.133,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Água,Morto
316426,Trecho 10,São Paulo,Ilhabela,Saco da Capela,Diário,Vazante,2024-08-26,-237.826.467,-453.582.067,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
316425,Trecho 10,São Paulo,Ilhabela,Saco da Capela,Diário,Vazante,2024-08-26,-237.864.483,-453.619.717,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Rochoso,Morto
316424,Trecho 10,São Paulo,Ilhabela,Saco da Capela,Diário,Vazante,2024-08-26,-237.864.483,-453.620.367,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Rochoso,Morto
316423,Trecho 10,São Paulo,Ilhabela,Pereque,Diário,Vazante,2024-08-26,-238.068.817,-453.654.767,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
316422,Trecho 10,São Paulo,Ilhabela,Julião,Diário,Vazante,2024-08-26,-238.538.542,-454.138.708,Reptilia,Testudines,Caretta caretta,Sim,Arenoso,Morto
316415,Trecho 10,São Paulo,Caraguatatuba,Indaiá / Centro,Diário,Vazante,2024-08-26,-2.362.264,-454.027,Aves,Suliformes,Fregata magnificens,Não,Água,Vivo
316408,Trecho 10,São Paulo,Caraguatatuba,Pan BrasilAruan,Diário,Vazante,2024-08-26,-236.572.234,-454.284.024,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto
316405,Trecho 10,São Paulo,"Bertioga,São Sebastião",Boracéia,Diário,Vazante,2024-08-26,-237.625.133,-458.008.433,Aves,Suliformes,Sula leucogaster,Não,Arenoso,Vivo
316395,Trecho 09,São Paulo,Bertioga,Itaguaré,Diário,Enchente,2024-08-26,-237.892.519,-459.862.109,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
316394,Trecho 09,São Paulo,Bertioga,Enseada- Bertioga,Diário,Vazante,2024-08-26,-238.248.152,-460.973.795,Mammalia,Cetacea,Pontoporia blainvillei,Sim,Arenoso,Morto
316393,Trecho 10,São Paulo,Ubatuba,Santa Rita,Diário,Vazante,2024-08-26,-23.495.155,-451.026.583,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
316386,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2024-08-26,-247.263.778,-47.508.427,Aves,Suliformes,Sula leucogaster,Não,Arenoso,Vivo
316385,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Enchente,2024-08-26,-247.194.885,-474.958.587,Aves,Procellariiformes,Macronectes giganteus,Não,Arenoso,Morto
316384,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2024-08-26,-247.792.736,-475.957.989,Reptilia,Testudines,Caretta caretta,Sim,Arenoso,Morto
316383,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2024-08-26,-247.794.506,-475.960.361,Reptilia,Testudines,Caretta caretta,Sim,Arenoso,Morto
316381,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2024-08-26,-249.526.076,-478.195.626,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
316367,Trecho 08,São Paulo,"Mongaguá,Praia Grande",Praia Grande - Mongaguá,Diário,Cheia,2024-08-26,-240.754.858,-465.768.522,Reptilia,Testudines,Caretta caretta,Sim,Arenoso,Morto
316365,Trecho 09,São Paulo,Guarujá,Guaiuba,Diário,Enchente,2024-08-26,-240.157.119,-462.944.592,Reptilia,Testudines,Caretta caretta,Sim,Arenoso,Morto
316353,Trecho 09,São Paulo,Guarujá,Enseada-Guarujá,Diário,Enchente,2024-08-26,-239.868.555,-46.226.346,Aves,Suliformes,Sula leucogaster,Não,Arenoso,Morto
316352,Trecho 10,São Paulo,São Sebastião,Toque-Toque Grande,Diário,Enchente,2024-08-25,-238.355.732,-45.510.636,Reptilia,Testudines,Dermochelys coriacea,Sim,Arenoso,Morto
316333,Trecho 09,São Paulo,São Vicente,Itararé,Diário,Vazante,2024-08-24,-239.705.648,-463.592.931,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
316253,Trecho 10,São Paulo,São Sebastião,Santiago,Diário,Enchente,2024-08-25,-238.098.273,-455.425.227,Reptilia,Testudines,Caretta caretta,Sim,Arenoso,Morto
316248,Trecho 10,São Paulo,São Sebastião,Praia da Baleia,Semanal,Vazante,2024-08-25,-237.747.063,-456.788.389,Reptilia,Testudines,Chelonia mydas,Sim,Água,Vivo
316247,Trecho 09,São Paulo,Guarujá,Tombo,Diário,Vazia,2024-08-25,-240.129.158,-462.708.279,Mammalia,Cetacea,Pontoporia blainvillei,Sim,Arenoso,Morto
316233,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2024-08-25,-248.573.651,-477.026.406,Reptilia,Testudines,Caretta caretta,Sim,Arenoso,Morto
316232,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2024-08-25,-248.473.007,-476.895.124,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
316230,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2024-08-25,-247.591.239,-47.564.523,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
316222,Trecho 09,São Paulo,Guarujá,Enseada-Guarujá,Diário,Vazante,2024-08-25,-2.398.702,-4.620.681,Mammalia,Cetacea,Sotalia guianensis,Sim,Arenoso,Morto
316215,Trecho 10,São Paulo,Ilhabela,Itaquanduba,Diário,Vazante,2024-08-25,-23.799.145,-453.651.783,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
316176,Trecho 08,São Paulo,Itanhaém,Itanhaém,Diário,Vazante,2024-08-25,-24.144.185,-467.115.789,Reptilia,Testudines,Caretta caretta,Sim,Arenoso,Morto
316138,Trecho 10,São Paulo,Ilhabela,Julião,Diário,Vazante,2024-08-25,-238.545.567,-4.541.423,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
316117,Trecho 09,São Paulo,Guarujá,Guaiuba,Diário,Vazante,2024-08-25,-240.189.918,-462.901.424,Aves,Procellariiformes,Puffinus puffinus,Não,Arenoso,Morto
316090,Trecho 10,São Paulo,Caraguatatuba,Capricórnio,Diário,Enchente,2024-08-24,-23.622.435,-453.568.888,Aves,Suliformes,Fregata magnificens,Não,Arenoso,Vivo
316089,Trecho 10,São Paulo,Ilhabela,Praia não identificada,Diário,Enchente,2024-08-24,-238.465.837,-454.111.123,Mammalia,Carnivora,Arctocephalus tropicalis,Não,Outros,Vivo
316083,Trecho 09,São Paulo,"Bertioga,São Sebastião",Boracéia,Diário,Enchente,2024-08-24,-2.375.977,-4.587.313,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
316068,Trecho 09,São Paulo,Bertioga,Guaratuba,Diário,Enchente,2024-08-24,-2.376.167,-4.589.669,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
316066,Trecho 09,São Paulo,Bertioga,Guaratuba,Diário,Enchente,2024-08-24,-2.376.628,-4.591.045,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
316060,Trecho 10,São Paulo,Ubatuba,Sununga,Diário,Enchente,2024-08-24,-235.092.558,-45.133.214,Reptilia,Testudines,Chelonia mydas,Sim,Água,Morto
316053,Trecho 09,São Paulo,Bertioga,Guaratuba,Diário,Enchente,2024-08-24,-2.377.293,-4.593.802,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
316048,Trecho 09,São Paulo,Bertioga,Guaratuba,Diário,Enchente,2024-08-24,-2.377.537,-4.594.805,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
316019,Trecho 09,São Paulo,Bertioga,Canto do Indaia/Riviera,Diário,Vazante,2024-08-24,-238.075.422,-460.309.282,Mammalia,Cetacea,Pontoporia blainvillei,Sim,Arenoso,Morto
315994,Trecho 10,São Paulo,Ubatuba,Praia GrandeUbatuba,Diário,Vazante,2024-08-24,-234.782.627,-45.070.526,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
315987,Trecho 08,São Paulo,"Mongaguá,Praia Grande",Praia Grande - Mongaguá,Diário,Enchente,2024-08-24,-240.428.444,-465.057.365,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Vivo
315986,Trecho 08,São Paulo,Praia Grande,Praia Grande,Diário,Enchente,2024-08-24,-240.260.152,-464.625.458,Aves,Suliformes,Sula leucogaster,Não,Arenoso,Morto
315985,Trecho 08,São Paulo,Praia Grande,Praia Grande,Diário,Enchente,2024-08-24,-240.150.653,-464.193.395,Reptilia,Testudines,Caretta caretta,Sim,Arenoso,Morto
315965,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2024-08-24,-249.755.164,-478.428.036,Aves,Suliformes,Sula leucogaster,Não,Arenoso,Morto
315964,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2024-08-24,-249.619.542,-478.295.614,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
315953,Trecho 10,São Paulo,Ilhabela,Viana,Diário,Vazante,2024-08-24,-237.584.017,-453.511.117,Aves,Suliformes,Sula leucogaster,Não,Arenoso,Morto
315946,Trecho 10,São Paulo,São Sebastião,Toque-Toque pequeno,Diário,Vazante,2024-08-24,-238.186.733,-455.341.233,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
315943,Trecho 08,São Paulo,Praia Grande,Praia Grande,Diário,Vazante,2024-08-24,-24.014.378,-46.417.067,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Vivo
315939,Trecho 09,São Paulo,Santos,"Praia do José Menino, Praia do Gonzaga, Praia do Boqueirão, Praia do Embaré, Praia Aparecida, Ponta da Praia",Diário,Cheia,2024-08-24,-239.706.352,-463.384.537,Mammalia,Cetacea,Pontoporia blainvillei,Sim,Arenoso,Morto
315938,Trecho 09,São Paulo,Santos,"Praia do José Menino, Praia do Gonzaga, Praia do Boqueirão, Praia do Embaré, Praia Aparecida, Ponta da Praia",Diário,Cheia,2024-08-24,-239.766.946,-463.192.205,Aves,Charadriiformes,Larus dominicanus,Não,Arenoso,Morto
315937,Trecho 09,São Paulo,Santos,"Praia do José Menino, Praia do Gonzaga, Praia do Boqueirão, Praia do Embaré, Praia Aparecida, Ponta da Praia",Diário,Cheia,2024-08-24,-239.823.567,-463.123.148,Aves,Suliformes,Phalacrocorax brasilianus,Não,Arenoso,Morto
315936,Trecho 09,São Paulo,Santos,"Praia do José Menino, Praia do Gonzaga, Praia do Boqueirão, Praia do Embaré, Praia Aparecida, Ponta da Praia",Diário,Cheia,2024-08-24,-23.983.409,-463.111.359,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
315934,Trecho 09,São Paulo,São Vicente,Praia não identificada,Diário,Enchente,2024-08-23,-239.739.754,-463.723.697,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Vivo
315933,Trecho 09,São Paulo,"Bertioga,São Sebastião",Boracéia,Diário,Enchente,2024-08-23,-237.583.203,-458.588.987,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
315918,Trecho 09,São Paulo,Bertioga,Guaratuba,Diário,Vazante,2024-08-23,-237.724.544,-45.934.795,Aves,Procellariiformes,Procellaria aequinoctialis,Não,Arenoso,Morto
315917,Trecho 09,São Paulo,Bertioga,Enseada- Bertioga,Diário,Vazante,2024-08-23,-238.292.928,-461.062.253,Reptilia,Testudines,Caretta caretta,Sim,Arenoso,Morto
315901,Trecho 10,São Paulo,São Sebastião,Guaecá,Diário,Vazante,2024-08-23,-238.193.017,-454.643.167,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto
315900,Trecho 10,São Paulo,São Sebastião,Guaecá,Diário,Vazante,2024-08-23,-238.268.167,-454.478.433,Reptilia,Testudines,Caretta caretta,Sim,Arenoso,Morto
315881,Trecho 10,São Paulo,São Sebastião,Maresias,Diário,Vazia,2024-08-23,-237.934.452,-455.565.007,Mammalia,Cetacea,Pontoporia blainvillei,Sim,Arenoso,Morto
315841,Trecho 08,São Paulo,"Mongaguá,Praia Grande",Praia Grande - Mongaguá,Diário,Vazia,2024-08-23,-240.540.935,-46.530.844,Reptilia,Testudines,Caretta caretta,Sim,Arenoso,Morto
315815,Trecho 10,São Paulo,Caraguatatuba,Romance,Diário,Vazante,2024-08-23,-236.774.806,-454.313.596,Aves,Suliformes,Phalacrocorax brasilianus,Não,Arenoso,Morto
315806,Trecho 10,São Paulo,Ilhabela,Pereque,Diário,Vazante,2024-08-22,-23.813.429,-453.690.298,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
315805,Trecho 10,São Paulo,Ilhabela,Praia GrandeIlhabela,Diário,Vazante,2024-08-22,-23.857.831,-454.166.365,Aves,Suliformes,Sula leucogaster,Não,Água,Morto
315804,Trecho 10,São Paulo,São Sebastião,Praia GrandeSão Sebastião,Diário,Vazante,2024-08-22,-238.230.234,-45.414.948,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Vivo
315803,Trecho 08,São Paulo,Itanhaém,Itanhaém,Diário,Vazante,2024-08-22,-242.474.634,-468.900.948,Reptilia,Testudines,Caretta caretta,Sim,Arenoso,Morto
315802,Trecho 10,São Paulo,Ubatuba,Maranduba,Diário,Vazia,2024-08-22,-235.403.527,-452.288.012,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Vivo
315786,Trecho 10,São Paulo,Ubatuba,Flamengo,Semanal,Enchente,2024-08-22,-235.124.304,-45.110.168,Reptilia,Testudines,Chelonia mydas,Sim,Água,Vivo
315754,Trecho 09,São Paulo,Guarujá,Pitangueiras,Diário,Enchente,2024-08-22,-240.029.575,-462.651.328,Mammalia,Cetacea,Pontoporia blainvillei,Sim,Arenoso,Morto
315751,Trecho 09,São Paulo,Guarujá,Guaiuba,Diário,Vazante,2024-08-21,-240.157.488,-462.944.514,Mammalia,Cetacea,Pontoporia blainvillei,Sim,Arenoso,Morto
315735,Trecho 10,São Paulo,Ubatuba,Fazenda,Semanal,Enchente,2024-08-22,-233.646.865,-448.426.294,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
315733,Trecho 09,São Paulo,São Vicente,Itararé,Diário,Enchente,2024-08-21,-23.973.012,-46.368.262,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
315732,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2024-08-22,-247.551.322,-475.579.952,Aves,Suliformes,Sula leucogaster,Não,Arenoso,Morto
315731,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2024-08-22,-248.327.088,-476.695.842,Aves,Suliformes,Fregata magnificens,Não,Arenoso,Morto
315702,Trecho 09,São Paulo,Guarujá,Tombo,Diário,Vazante,2024-08-22,-240.152.803,-462.747.674,Aves,Procellariiformes,Pterodroma incerta,Sim,Arenoso,Vivo
315701,Trecho 09,São Paulo,Bertioga,Guaratuba,Diário,Vazante,2024-08-22,-237.655.674,-459.055.155,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
315700,Trecho 09,São Paulo,Bertioga,Guaratuba,Diário,Vazante,2024-08-22,-237.656.614,-459.072.528,Reptilia,Testudines,Caretta caretta,Sim,Arenoso,Morto
315699,Trecho 10,São Paulo,Caraguatatuba,Pan BrasilAruan,Diário,Vazante,2024-08-22,-236.529,-4.542.678,Mammalia,Cetacea,Pontoporia blainvillei,Sim,Arenoso,Morto
315690,Trecho 08,São Paulo,Praia Grande,Praia Grande,Diário,Vazante,2024-08-22,-240.214.665,-46.447.174,Reptilia,Testudines,Caretta caretta,Sim,Arenoso,Morto
315689,Trecho 08,São Paulo,Praia Grande,Praia Grande,Diário,Vazante,2024-08-22,-240.365.093,-464.898.304,Reptilia,Testudines,Caretta caretta,Sim,Arenoso,Morto
315688,Trecho 08,São Paulo,Mongaguá,Mongaguá,Diário,Vazante,2024-08-22,-241.053.448,-466.374.268,Reptilia,Testudines,Eretmochelys imbricata,Sim,Arenoso,Morto
315686,Trecho 09,São Paulo,Bertioga,Praia não identificada,Diário,Vazante,2024-08-22,-238.555.922,-461.405.069,Aves,Suliformes,Fregata magnificens,Não,Outros,Vivo
315685,Trecho 07,São Paulo,Cananéia,Praia não identificada,Diário,Vazante,2024-08-22,-250.195.036,-479.252.073,Aves,Suliformes,Fregata magnificens,Não,Outros,Vivo
